name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics
AMD Ryzen 7 9800X3D,451.5,8,4.7,5.2,Zen 5,120,Radeon
AMD Ryzen 7 7800X3D,340.05,8,4.2,5,Zen 4,120,Radeon
AMD Ryzen 5 7600X,170.49,6,4.7,5.3,Zen 4,105,Radeon
AMD Ryzen 5 9600X,204.99,6,3.9,5.4,Zen 5,65,Radeon
AMD Ryzen 7 7700X,242.98,8,4.5,5.4,Zen 4,105,Radeon
AMD Ryzen 9 9950X3D,649.99,16,4.3,5.7,Zen 5,170,Radeon
AMD Ryzen 5 5500,74.22,6,3.6,4.2,Zen 3,65,
AMD Ryzen 7 9700X,305.89,8,3.8,5.5,Zen 5,65,Radeon
AMD Ryzen 5 5600X,158.99,6,3.7,4.6,Zen 3,65,
AMD Ryzen 5 5600,125.61,6,3.5,4.4,Zen 3,65,
AMD Ryzen 7 5800X,179.95,8,3.8,4.7,Zen 3,105,
Intel Core i7-14700K,297.17,20,3.4,5.6,Raptor Lake Refresh,125,Intel UHD Graphics 770
Intel Core i9-14900K,439,24,3.2,6,Raptor Lake Refresh,125,Intel UHD Graphics 770
Intel Core i5-12400F,108.99,6,2.5,4.4,Alder Lake,65,
AMD Ryzen 5 3600,79.75,6,3.6,4.2,Zen 2,65,
AMD Ryzen 5 7600,196.97,6,3.8,5.1,Zen 4,65,Radeon
AMD Ryzen 7 5700X,154.99,8,3.4,4.6,Zen 3,65,
AMD Ryzen 9 7900X,314.11,12,4.7,5.6,Zen 4,170,Radeon
AMD Ryzen 9 9900X,359,12,4.4,5.6,Zen 5,120,Radeon
Intel Core i5-14600K,189.99,14,3.5,5.3,Raptor Lake Refresh,125,Intel UHD Graphics 770
Intel Core Ultra 7 265K,269.99,20,3.9,5.5,Arrow Lake,125,Intel Xe
AMD Ryzen 7 5700X3D,313.3,8,3,4.1,Zen 3,105,
Intel Core i5-14400F,125.99,10,2.5,4.7,Raptor Lake Refresh,65,
AMD Ryzen 9 9950X,533.83,16,4.3,5.7,Zen 5,170,Radeon
AMD Ryzen 5 7500F,,6,3.7,5,Zen 4,65,
AMD Ryzen 7 5800XT,140,8,3.8,4.8,Zen 3,105,
Intel Core Ultra 9 285K,559.99,24,3.7,5.7,Arrow Lake,125,Intel Xe
Intel Core i7-12700K,214.15,12,3.6,5,Alder Lake,125,Intel UHD Graphics 770
AMD Ryzen 5 7600X3D,433.5,6,4.1,4.7,Zen 4,65,Radeon
AMD Ryzen 5 5600G,134.99,6,3.9,4.4,Zen 3,65,Radeon Vega 7
AMD Ryzen 7 7700,293.97,8,3.6,5.3,Zen 4,65,Radeon
Intel Core i5-13400F,151.47,10,2.5,4.6,Raptor Lake,65,
AMD Ryzen 5 7500F,,6,3.7,5,Zen 4,65,
Intel Core i7-12700KF,174.99,12,3.6,5,Alder Lake,125,
AMD Ryzen 9 5900X,254.99,12,3.7,4.8,Zen 3,105,
AMD Ryzen 7 3700X,142.94,8,3.6,4.4,Zen 2,65,
Intel Core i5-12600KF,129.99,10,3.7,4.9,Alder Lake,125,
AMD Ryzen 5 8400F,137.57,6,4.2,4.7,Zen 4,65,
AMD Ryzen 5 8500G,152.5,6,4.1,5,Zen 4,65,Radeon 740M
AMD Threadripper 3990X,2699.99,64,2.9,4.3,Zen 2,280,
Intel Core i5-12600K,148.19,10,3.7,4.9,Alder Lake,125,Intel UHD Graphics 770
AMD Ryzen 7 5700G,174.97,8,3.8,4.6,Zen 3,65,Radeon Vega 8
AMD Ryzen 9 5950X,274.99,16,3.4,4.9,Zen 3,105,
AMD Ryzen 7 5800X3D,704.86,8,3.4,4.5,Zen 3,105,
Intel Core i3-12100F,79.45,4,3.3,4.3,Alder Lake,58,
AMD Ryzen 9 7950X,449.96,16,4.5,5.7,Zen 4,170,Radeon
Intel Core i5-14600KF,197.98,14,3.5,5.3,Raptor Lake Refresh,125,
AMD Ryzen 5 4500,78.38,6,3.6,4.1,Zen 2,65,
AMD Ryzen 5 8600G,224.83,6,4.3,5,Zen 4,65,Radeon 760M
AMD Ryzen 7 5700,134.96,8,3.7,4.6,Zen 3,65,
Intel Core i7-14700KF,313.95,20,3.4,5.6,Raptor Lake Refresh,125,
Intel Core i9-12900K,285.99,16,3.2,5.2,Alder Lake,125,Intel UHD Graphics 770
Intel Core Ultra 7 265KF,277.44,20,3.9,5.5,Arrow Lake,125,
AMD Ryzen 9 9900X3D,539.98,12,4.4,5.5,Zen 5,120,Radeon
AMD Ryzen 9 7950X3D,769.27,16,4.2,5.7,Zen 4,120,Radeon
AMD Ryzen 7 8700G,279,8,4.2,5.1,Zen 4,65,Radeon 780M
Intel Core i9-14900KF,419.97,24,3.2,6,Raptor Lake Refresh,125,
Intel Core i7-13700K,390.33,16,3.4,5.4,Raptor Lake,125,Intel UHD Graphics 770
Intel Core i5-10400F,137.44,6,2.9,4.3,Comet Lake,65,
AMD Ryzen 7 8700F,239.99,8,4.1,5,Zen 4,65,
AMD Ryzen 5 2600,149.99,6,3.4,3.9,Zen+,65,
Intel Core i9-14900KS,639.97,24,3.2,6.2,Raptor Lake Refresh,150,Intel UHD Graphics 770
AMD Ryzen 5 5600GT,135,6,3.6,4.6,Zen 3,65,Radeon Vega 7
Intel Core i5-13600KF,195.9,14,3.5,5.1,Raptor Lake,125,
AMD Ryzen 9 5900XT,249.99,16,3.3,4.8,Zen 3,105,
Intel Core i7-14700F,294.58,20,2.1,5.4,Raptor Lake Refresh,65,
AMD Ryzen 9 7900,342.94,12,3.7,5.4,Zen 4,65,Radeon
Intel Core i7-9700K,239.43,8,3.6,4.9,Coffee Lake Refresh,95,Intel UHD Graphics 630
Intel Core i7-8700K,179,6,3.7,4.7,Coffee Lake,95,Intel UHD Graphics 630
AMD Ryzen 3 3200G,73.45,4,3.6,4,Zen+,65,Radeon Vega 8
AMD Ryzen 5 3400G,85.08,4,3.7,4.2,Zen+,65,Radeon Vega 11
Intel Core i9-13900K,434,24,3,5.8,Raptor Lake,125,Intel UHD Graphics 770
Intel Core i5-12400,143.55,6,2.5,4.4,Alder Lake,65,Intel UHD Graphics 730
AMD Ryzen 5 3600X,171.97,6,3.8,4.4,Zen 2,95,
Intel Core i9-9900K,399,8,3.6,5,Coffee Lake Refresh,95,Intel UHD Graphics 630
AMD Ryzen 7 2700X,170.99,8,3.7,4.3,Zen+,105,
Intel Core i3-14100F,90.05,4,3.5,4.7,Raptor Lake Refresh,58,
Intel Core i9-12900KF,265.68,16,3.2,5.2,Alder Lake,125,
AMD Ryzen 5 5600XT,144.99,6,3.7,4.7,Zen 3,65,
Intel Core i5-13600K,299.99,14,3.5,5.1,Raptor Lake,125,Intel UHD Graphics 770
Intel Core i7-7700K,151.69,4,4.2,4.5,Kaby Lake,91,Intel HD Graphics 630
AMD Ryzen 3 4100,75.29,4,3.8,4,Zen 2,65,
Intel Core Ultra 5 245K,259.99,14,4.2,5.2,Arrow Lake,125,Intel Xe
AMD Ryzen 3 3100,96.43,4,3.6,3.9,Zen 2,65,
Intel Core i5-9400F,93,6,2.9,4.1,Coffee Lake Refresh,65,
Intel Core i7-13700KF,299,16,3.4,5.4,Raptor Lake,125,
Intel Core i7-10700K,349,8,3.8,5.1,Comet Lake,125,Intel UHD Graphics 630
Intel Core i5-14400,175.98,10,2.5,4.7,Raptor Lake Refresh,65,Intel UHD Graphics 730
AMD Ryzen 9 3900X,,12,3.8,4.6,Zen 2,105,
AMD Ryzen 7 7700,393.08,8,3.6,5.3,Zen 4,65,Radeon
Intel Core i7-6700K,228.96,4,4,4.2,Skylake,91,Intel HD Graphics 530
AMD Ryzen 7 7800X3D,431.66,8,4.2,5,Zen 4,120,Radeon
AMD Ryzen 9 7900X3D,,12,4.4,5.6,Zen 4,120,Radeon
Intel Core i5-11400F,192,6,2.6,4.4,Rocket Lake,65,
AMD Threadripper 3970X,1714.99,32,3.7,4.5,Zen 2,280,
AMD Ryzen 7 3800X,269.8,8,3.9,4.5,Zen 2,105,
AMD Ryzen 5 2600X,115,6,3.6,4.2,Zen+,95,
Intel Core i7-12700F,247,12,2.1,4.9,Alder Lake,65,
Intel Core i5-9600K,166,6,3.7,4.6,Coffee Lake Refresh,95,Intel UHD Graphics 630
Intel Core Ultra 5 225F,190.83,10,3.3,4.9,Arrow Lake,65,
Intel Core i7-11700K,293.99,8,3.6,5,Rocket Lake,125,Intel UHD Graphics 750
Intel Core i3-12100,113.58,4,3.3,4.3,Alder Lake,60,Intel UHD Graphics 730
Intel Core i5-10400,139.99,6,2.9,4.3,Comet Lake,65,Intel UHD Graphics 630
Intel Core i7-8700,188.47,6,3.2,4.6,Coffee Lake,65,Intel UHD Graphics 630
Intel Core i3-14100,119.95,4,3.5,4.7,Raptor Lake Refresh,60,Intel UHD Graphics 730
Intel Core i3-13100F,85.34,4,3.4,4.5,Raptor Lake,58,
Intel Pentium E5700,14.99,2,3,,Wolfdale,65,
Intel Core i9-10900K,548.99,10,3.7,5.3,Comet Lake,125,Intel UHD Graphics 630
Intel Core i5-13400,164.05,10,2.5,4.6,Raptor Lake,65,Intel UHD Graphics 730
Intel Core i7-7700,102.5,4,3.6,4.2,Kaby Lake,65,Intel HD Graphics 630
Intel Core i7-13700F,255,16,2.1,5.2,Raptor Lake,65,
Intel Core i5-6500,87.13,4,3.2,3.6,Skylake,65,Intel HD Graphics 530
AMD Ryzen 5 5500GT,141.92,6,3.6,4.4,Zen 3,65,Radeon Vega 7
Intel Core i9-13900KF,435,24,3,5.8,Raptor Lake,125,
AMD Ryzen 5 4600G,,6,3.7,4.2,Zen 2,65,Radeon Vega 7
AMD Ryzen 5 9600,467.55,6,3.8,5.2,Zen 5,65,Radeon
Intel Core Ultra 5 235,264.99,14,3.4,5,Arrow Lake,65,Intel Xe
Intel Core i7-4790K,,4,4,4.4,Haswell Refresh,88,Intel HD Graphics 4600
Intel Core i5-8400,178.89,6,2.8,4,Coffee Lake,65,Intel UHD Graphics 630
Intel Core i7-6700,123,4,3.4,4,Skylake,65,Intel HD Graphics 530
Intel Core Ultra 5 225,213.01,10,3.3,4.9,Arrow Lake,65,Intel Xe
AMD Ryzen 5 3500X,,6,3.6,4.1,Zen 2,65,
Intel Core i7-14700,306.55,20,2.1,5.4,Raptor Lake Refresh,65,Intel UHD Graphics 770
AMD Ryzen 5 1600 (14nm),115,6,3.2,3.6,Zen,65,
Intel Core i9-11900K,449,8,3.5,5.3,Rocket Lake,125,Intel UHD Graphics 750
Intel Core i7-10700F,325.26,8,2.9,4.8,Comet Lake,65,
Intel Core i3-10100F,100,4,3.6,4.3,Comet Lake,65,
Intel Core i7-11700F,229.99,8,2.5,4.9,Rocket Lake,65,
Intel Core i5-13500,234.99,14,2.5,4.8,Raptor Lake,65,Intel UHD Graphics 770
Intel Pentium E2220,12.99,2,2.4,,Core,65,
Intel Core i7-12700,289.97,12,2.1,4.9,Alder Lake,65,Intel UHD Graphics 770
AMD Ryzen 5 3600,,6,3.6,4.2,Zen 2,65,
Intel Core i5-10600K,174.99,6,4.1,4.8,Comet Lake,125,Intel UHD Graphics 630
Intel Core i5-6600K,89.99,4,3.5,3.9,Skylake,91,Intel HD Graphics 530
Intel Core Ultra 9 285,579.99,24,2.5,5.6,Arrow Lake,65,Intel Xe
Intel Core i7-4770K,99,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600
Intel Core i7-3770,98.69,4,3.4,,Ivy Bridge,77,Intel HD Graphics 4000
Intel Core i7-10700,399.69,8,2.9,4.8,Comet Lake,65,Intel UHD Graphics 630
AMD Ryzen 9 3950X,455.95,16,3.5,4.7,Zen 2,105,
Intel Core i3-6100,29.99,2,3.7,,Skylake,51,Intel HD Graphics 530
AMD Threadripper 3960X,1267,24,3.8,4.5,Zen 2,280,
AMD Ryzen 7 2700,161.69,8,3.2,4.1,Zen+,65,
Intel Core i5-7500,63,4,3.4,3.8,Kaby Lake,65,Intel HD Graphics 630
Intel Core i5-14500,238.09,14,2.6,5,Raptor Lake Refresh,65,Intel UHD Graphics 770
Intel Core i7-9700,298.68,8,3,4.7,Coffee Lake Refresh,65,Intel HD Graphics 630
Intel Core Ultra 7 265,374.99,20,2.4,5.3,Arrow Lake,65,Intel Xe
Intel Core i5-11400,159.99,6,2.6,4.4,Rocket Lake,65,Intel UHD Graphics 730
Intel Core i9-10850K,,10,3.6,5.2,Comet Lake,125,Intel UHD Graphics 630
Intel Core i5-7400,,4,3,3.5,Kaby Lake,65,Intel HD Graphics 630
Intel Core i9-13900KS,429,24,3,6,Raptor Lake,150,Intel UHD Graphics 770
Intel Core Ultra 7 265F,269.99,20,2.4,5.3,Arrow Lake,65,
Intel Core i3-8100,60.78,4,3.6,,Coffee Lake,65,Intel UHD Graphics 630
Intel Core i7-4790,149.94,4,3.6,4,Haswell Refresh,84,Intel HD Graphics 4600
Intel Xeon E5-2699 V4,332.72,22,2.2,3.6,Broadwell,145,
Intel Core i5-4690K,54,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600
Intel Xeon E5-2680 V4,1975,14,2.4,3.3,Broadwell,120,
Intel Core i9-12900KS,379.99,16,3.4,5.5,Alder Lake,150,Intel UHD Graphics 770
AMD Ryzen 7 1700,165,8,3,3.7,Zen,65,
Intel Core i5-8600K,327.23,6,3.6,4.3,Coffee Lake,95,Intel UHD Graphics 630
Intel Core i3-10100,99.99,4,3.6,4.3,Comet Lake,65,Intel UHD Graphics 630
Intel Pentium G640,19,2,2.8,,Sandy Bridge,65,Intel HD Graphics
Intel Core i9-9900KF,329,8,3.6,5,Coffee Lake Refresh,95,
Intel Core i7-9700F,259,8,3,4.7,Coffee Lake Refresh,65,
AMD EPYC 4564P,699.99,16,4.5,5.7,Zen 4,170,Radeon
AMD Ryzen 3 2200G,,4,3.5,3.7,Zen,65,Radeon Vega 8
AMD Ryzen 5 2400G,115,4,3.6,3.9,Zen,65,Radeon Vega 11
Intel Core i5-12500,179.92,6,3,4.6,Alder Lake,65,Intel UHD Graphics 770
AMD Ryzen 5 5600X3D,,6,3.3,4.4,Zen 3,105,
Intel Core i3-9100F,75,4,3.6,4.2,Coffee Lake Refresh,65,
Intel Core i5-8500,170,6,3,4.1,Coffee Lake,65,Intel UHD Graphics 630
Intel Core i5-11600K,,6,3.9,4.9,Rocket Lake,125,Intel UHD Graphics 750
Intel Core i5-7500T,55,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630
Intel Core i5-4590,,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics 4600
AMD Ryzen 5 1600 (12nm),99,6,3.2,3.6,Zen+,65,
AMD Athlon 3000G (14nm),98.79,2,3.5,,Zen,35,Radeon Vega 3
Intel Core i7-10700KF,245,8,3.8,5.1,Comet Lake,125,
Intel Core i7-3770K,,4,3.5,,Ivy Bridge,77,Intel HD Graphics 4000
AMD Ryzen 9 3900XT,,12,3.8,4.7,Zen 2,105,
Intel Core i3-10105F,143.53,4,3.7,4.4,Comet Lake,65,
Intel Core i5-7600,55.8,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630
Intel Core i7-9700KF,395.02,8,3.6,4.9,Coffee Lake Refresh,95,
Intel Core i7-4770,177,4,3.4,3.9,Haswell,84,Intel HD Graphics 4600
Intel Core i5-3470,95.46,4,3.2,,Ivy Bridge,77,Intel HD Graphics 2500
AMD FX-8350,,8,4,,Piledriver,125,
AMD Ryzen 7 3700X,,8,3.6,4.4,Zen 2,65,
AMD Ryzen 5 1600X,99,6,3.6,4,Zen,95,
AMD 2650,,2,1.45,,Jaguar,25,Radeon HD 8240
Intel Core i7-11700KF,354.57,8,3.6,5,Rocket Lake,125,
Intel Core i3-4150,35,2,3.5,,Haswell Refresh,54,Intel HD Graphics 4400
Intel Core i7-11700,377.99,8,2.5,4.9,Rocket Lake,65,Intel UHD Graphics 750
Intel Core Ultra 5 245KF,284.99,14,4.2,5.2,Arrow Lake,125,
Intel Core i7-6950X,,10,3,3.5,Broadwell,140,
Intel Core i5-7600K,182.89,4,3.8,4.2,Kaby Lake,91,Intel HD Graphics 630
AMD Ryzen 5 3500,,6,3.6,4.1,Zen 2,65,
Intel Core i3-13100,125.25,4,3.4,4.5,Raptor Lake,60,Intel UHD Graphics 730
Intel Core i9-11900KF,399,8,3.5,5.3,Rocket Lake,125,
AMD Ryzen 7 1700X,428.88,8,3.4,3.8,Zen,95,
AMD Ryzen 7 3800XT,,8,3.9,4.7,Zen 2,105,
Intel Core i5-9400F,,6,2.9,4.1,Coffee Lake Refresh,65,
Intel Core i7-13700,319.93,16,2.1,5.2,Raptor Lake,65,Intel UHD Graphics 770
AMD Ryzen 3 3300X,110.99,4,3.8,4.3,Zen 2,65,
Intel Core i9-14900F,499,24,2,5.8,Raptor Lake Refresh,65,
AMD Ryzen 7 1800X,135,8,3.6,4,Zen,95,
AMD Ryzen 5 3600XT,609.9,6,3.8,4.5,Zen 2,95,
Intel Core i5-4570,98,4,3.2,,Haswell,84,Intel HD Graphics 4600
AMD Ryzen 5 7600X3D,,6,4.1,4.7,Zen 4,65,Radeon
Intel Core i5-11600KF,169.89,6,3.9,4.9,Rocket Lake,125,
Intel Core i5-2400,49.99,4,3.1,,Sandy Bridge,95,Intel HD Graphics 2000
Intel Core i5-9600KF,169.69,6,3.7,4.6,Coffee Lake Refresh,95,
Intel Core i5-9400,149.94,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630
Intel Core i3-10105,99,4,3.7,4.4,Comet Lake,65,Intel UHD Graphics 630
Intel Core i5-4460,68.56,4,3.2,3.4,Haswell Refresh,84,Intel HD Graphics 4600
AMD Ryzen 3 1200 (14nm),70,4,3.1,3.4,Zen,65,
AMD Ryzen 5 3600,,6,3.6,4.2,Zen 2,65,
Intel Core i5-10600KF,236.92,6,4.1,4.8,Comet Lake,125,
AMD Ryzen 5 1400,79.98,4,3.2,3.4,Zen,65,
Intel Core i5-6400,,4,2.7,3.3,Skylake,65,Intel HD Graphics 530
Intel Core i7-6800K,72.98,6,3.4,3.6,Broadwell,140,
Intel Core i5-4570T,49,2,2.9,,Haswell,35,Intel HD Graphics 4600
AMD Ryzen 5 5600T,160.19,6,3.5,4.5,Zen 3,65,
Intel Core i7-8700K,255.04,6,3.7,4.7,Coffee Lake,95,Intel UHD Graphics 630
AMD Threadripper 2920X,199.1,12,3.5,4.3,Zen+,180,
Intel Core i3-9100,108.89,4,3.6,4.2,Coffee Lake Refresh,65,Intel UHD Graphics 630
Intel Core i3-7100,36.99,2,3.9,,Kaby Lake,51,Intel HD Graphics 630
Intel Core i9-10900KF,,10,3.7,5.3,Comet Lake,125,
Intel Xeon E5-2687W V4,2282.01,12,3,3.5,Broadwell,160,
AMD FX-6300,,6,3.5,,Piledriver,95,
Intel Core i9-14900,571.86,24,2,5.8,Raptor Lake Refresh,65,Intel UHD Graphics 770
Intel Core i9-9900KS,1389,8,4,5,Coffee Lake Refresh,127,Intel UHD Graphics 630
Intel Core i5-9500,198.69,6,3,4.4,Coffee Lake Refresh,65,Intel UHD Graphics 630
Intel Core i7-2600,189.69,4,3.4,,Sandy Bridge,95,Intel HD Graphics 2000
AMD Ryzen 5 1500X,149.99,4,3.5,3.7,Zen,65,
Intel Core i5-10500,229.95,6,3.1,4.5,Comet Lake,65,Intel UHD Graphics 630
Intel Core i9-10980XE,1004.04,18,3,4.8,Cascade Lake,165,
Intel Core i9-7900X,264.99,10,3.3,4.5,Skylake,140,
Intel Core i5-3570K,128.99,4,3.4,,Ivy Bridge,77,Intel HD Graphics 4000
AMD Ryzen 9 PRO 7945,,12,3.7,5.4,Zen 4,65,Radeon
Intel Core i7-4790K,130.51,4,4,4.4,Haswell Refresh,88,Intel HD Graphics 4600
Intel Core i3-4130,41,2,3.4,,Haswell,54,Intel HD Graphics 4400
Intel Core i5-4690,52,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics 4600
Intel Core i5-8400,198.95,6,2.8,4,Coffee Lake,65,Intel UHD Graphics 630
AMD Threadripper 1950X,850,16,3.4,4,Zen,180,
Intel Core i7-5820K,,6,3.3,3.6,Haswell,140,
Intel Core i5-6600,,4,3.3,3.9,Skylake,65,Intel HD Graphics 530
Intel Core i7-8700,,6,3.2,4.6,Coffee Lake,65,Intel UHD Graphics 630
Intel Celeron G6900,93.71,2,3.4,,Alder Lake,46,Intel UHD Graphics 710
AMD EPYC 4244P,189.33,6,3.8,5.1,Zen 4,65,Radeon
Intel Core i9-13900,414.99,24,2,5.6,Raptor Lake,65,Intel UHD Graphics 770
Intel Pentium Gold G7400,90,2,3.7,,Alder Lake,46,Intel UHD Graphics 710
Intel Core i9-9940X,1950,14,3.3,4.4,Skylake,165,
AMD Athlon 200GE,69.98,2,3.2,,Zen,35,Radeon Vega 3
Intel Core i7-4790,,4,3.6,4,Haswell Refresh,84,Intel HD Graphics 4600
Intel Core i5-2500K,100,4,3.3,,Sandy Bridge,95,Intel HD Graphics 3000
AMD Threadripper 1920X,195,12,3.5,4,Zen,180,
Intel Core i5-8500T,125,6,2.1,3.5,Coffee Lake,35,Intel UHD Graphics 630
Intel Core 2 Duo E8400,27.55,2,3,,Wolfdale,65,
Intel Xeon E3-1220 V6,25,4,3,3.5,Kaby Lake,72,
Intel Core i5-3570,,4,3.4,,Ivy Bridge,77,Intel HD Graphics 2500
Intel Pentium Gold G5420,29,2,3.8,,Coffee Lake,54,Intel UHD Graphics 610
Intel Pentium G4400,50,2,3.3,,Skylake,54,Intel HD Graphics 510
Intel Core i5-12600,249.99,6,3.3,4.8,Alder Lake,65,Intel UHD Graphics 770
Intel Celeron 420,69.95,1,1.6,,Core,35,
Intel Core i9-10900F,,10,2.8,5.2,Comet Lake,65,
AMD A6-6400K,,2,3.9,,Piledriver,65,Radeon HD 8470D
Intel Core i9-10900,390.77,10,2.8,5.2,Comet Lake,65,Intel UHD Graphics 630
Intel Celeron G5900,45.2,2,3.4,,Comet Lake,58,Intel UHD Graphics 610
Intel Core i9-10900X,479.99,10,3.7,4.7,Cascade Lake,165,
Intel Core i5-4670K,105.86,4,3.4,,Haswell,84,Intel HD Graphics 4600
Intel Core i5-6500,149.94,4,3.2,3.6,Skylake,65,Intel HD Graphics 530
Intel Core i9-9900K,954.81,8,3.6,5,Coffee Lake Refresh,95,Intel UHD Graphics 630
AMD Threadripper 2970WX,898.88,24,3,4.2,Zen+,250,
Intel Core i9-9820X,,10,3.3,4.1,Skylake,165,
AMD Ryzen 9 3900X,,12,3.8,4.6,Zen 2,105,
Intel Core i5-13500T,,14,1.6,4.6,Raptor Lake,35,Intel UHD Graphics 770
Intel Core i9-13900F,516.43,24,2,5.6,Raptor Lake,65,
Intel Xeon E5-1650 V4,114.94,6,3.6,4,Broadwell,140,
Intel Core i5-11600,140,6,2.8,4.8,Rocket Lake,65,Intel UHD Graphics 750
Intel Core i7-8086K,343.12,6,4,5,Coffee Lake,95,Intel UHD Graphics 630
AMD EPYC 4464P,429.99,12,3.7,5.4,Zen 4,65,Radeon
Intel Xeon E5-2690 V2,,10,3,3.6,Ivy Bridge,130,
Intel Core i7-2600K,255.55,4,3.4,,Sandy Bridge,95,Intel HD Graphics 3000
Intel Core i7-9700K,,8,3.6,4.9,Coffee Lake Refresh,95,Intel UHD Graphics 630
Intel Core i5-11500,160,6,2.7,4.6,Rocket Lake,65,Intel UHD Graphics 750
AMD Ryzen 5 2600,,6,3.4,3.9,Zen+,65,
Intel Core i7-7700K,,4,4.2,4.5,Kaby Lake,91,Intel HD Graphics 630
AMD FX-6350,,6,3.9,,Piledriver,125,
Intel Core i9-9900,419.69,8,3.1,5,Coffee Lake Refresh,65,Intel UHD Graphics 630
AMD Ryzen 5 5600XT,,6,3.7,4.7,Zen 3,65,
Intel Core i9-11900F,329,8,2.5,5.2,Rocket Lake,65,
Intel Core i7-6850K,85,6,3.6,3.8,Broadwell,140,
AMD FX-9590,292.58,8,4.7,5,Piledriver,220,
Intel Core i9-12900F,359.89,16,2.4,5.1,Alder Lake,65,
Intel Celeron G5905,51.79,2,3.5,,Comet Lake,58,Intel UHD Graphics 610
Intel Core i9-12900,391.4,16,2.4,5.1,Alder Lake,65,Intel UHD Graphics 770
Intel Core i5-14500T,,14,1.7,4.8,Raptor Lake Refresh,35,Intel UHD Graphics 770
Intel Core i7-4770S,99,4,3.1,,Haswell,65,Intel HD Graphics 4600
Intel Core i7-4930K,98,6,3.4,3.9,Ivy Bridge,130,
Intel Core i5-8600,189,6,3.1,4.3,Coffee Lake,65,Intel UHD Graphics 630
Intel Core i5-4440,100,4,3.1,3.3,Haswell,84,Intel HD Graphics 4600
Intel Core i7-6700K,,4,4,4.2,Skylake,91,Intel HD Graphics 530
AMD Athlon X2 340,,2,3.2,,Piledriver,65,
Intel Celeron G3930,28.5,2,2.9,,Kaby Lake,51,Intel HD Graphics 610
Intel Pentium G4560,59,2,3.5,,Kaby Lake,54,Intel HD Graphics 610
AMD Ryzen 3 3200G,,4,3.6,4,Zen+,65,Radeon Vega 8
AMD FX-8320,,8,3.5,,Piledriver,125,
AMD Ryzen 5 3400G,,4,3.7,4.2,Zen+,65,Radeon Vega 11
Intel Core i3-530,45,2,2.93,,Westmere,73,Intel HD Graphics
Intel Core i3-12100T,,4,2.2,4.1,Alder Lake,35,Intel UHD Graphics 730
Intel Xeon E5-2650 V4,,12,2.2,2.9,Broadwell,105,
AMD Ryzen 3 1300X,,4,3.5,3.7,Zen,65,
Intel Core i5-9600,213.69,6,3.1,4.6,Coffee Lake Refresh,65,Intel UHD Graphics 630
Intel Core i7-7700,140,4,3.6,4.2,Kaby Lake,65,Intel HD Graphics 630
Intel Core i3-3220,,2,3.3,,Ivy Bridge,55,Intel HD Graphics 2500
Intel Core i5-10600,529.95,6,3.3,4.8,Comet Lake,65,Intel UHD Graphics 630
Intel Pentium Gold G6600,186.19,2,4.2,,Comet Lake,58,Intel UHD Graphics 630
Intel Xeon E5-2698 V4,,20,2.2,3.6,Broadwell,135,
AMD Athlon II X2 240,29.48,2,2.8,,K10,65,
Intel Core i9-10920X,769.87,12,3.5,4.8,Cascade Lake,165,
